direction,score,setup,reclaim,bars_since_flip,flip_time,event_time,entry_price,flip_level,protect_level,forecast_direction,forecast_score,atr_pct,stoch_d,recent_vix_spike,wait,flip_pos,event_pos,favorable_move_pct,adverse_move_pct,end_move_pct,bars_to_peak,favorable_move_atr,favorable_move_risk,stop_risk_pct,symbol,major_move_cutoff_pct,major_move,stoch_k
BUY,78.0,EARLY_FLIP,False,0,2026-04-29 05:00:00,2026-04-29 05:00:00,0.0996600016951561,0.1001700013875961,0.0991400033235549,BUY,85.08663483234535,0.28095551339591784,36.81718245689399,False,0,5176,5176,11.60947116353978,0.8830051781011227,6.401765113236296,47,41.321385806655826,22.250068058397087,0.5217723888785325,DOGE-USD,3.0,True,
BUY,78.0,EARLY_FLIP,False,0,2026-04-29 07:15:00,2026-04-29 07:15:00,0.0996600016951561,0.0997200012207031,0.0987799987196922,BUY,92.0,0.31750887585295706,29.510599590489065,False,0,5185,5185,11.60947116353978,0.200685713568088,3.010233371528142,38,36.56424133766986,13.147681861283775,0.8830051781011227,DOGE-USD,3.0,True,
BUY,75.0,POST_FLIP_RECLAIM,True,1,2026-04-16 09:45:00,2026-04-16 10:00:00,1.1990000009536743,1.194000005722046,1.1729999780654907,BUY,92.0,0.5480772427904053,78.67538098559079,False,1,3947,3948,11.59299900446821,0.3336070474066213,11.092578490965495,63,21.152126195653018,5.346151377324579,2.1684756353213843,DOT-USD,3.0,True,
BUY,70.0,POST_FLIP_RECLAIM,True,3,2026-04-29 01:45:00,2026-04-29 02:30:00,0.0997399985790252,0.099540002644062,0.0991899967193603,BUY,92.0,0.3244152812692968,58.892825394900285,False,3,5163,5166,11.51995431943949,0.9625023791958222,10.467214307505387,57,35.509900379436154,20.890842590084617,0.5514356000608222,DOGE-USD,3.0,True,
BUY,73.0,EARLY_FLIP,False,0,2026-04-21 20:30:00,2026-04-21 20:30:00,278.760009765625,280.45001220703125,274.1600036621094,BUY,92.0,0.5031853186325799,93.14854228994984,False,0,1248,1248,11.285690326072583,0.7676906921608933,10.968209434043235,60,22.428496834410353,6.839119502696822,1.650167148215845,AMD,3.0,True,
BUY,75.0,POST_FLIP_RECLAIM,True,1,2026-04-29 08:30:00,2026-04-29 08:45:00,0.1001200005412101,0.0997899994254112,0.0994599983096122,BUY,83.52397019289639,0.33103172648854945,82.081564289655,False,1,5190,5191,11.096684231194583,0.3595656725290694,3.8753511621886743,32,33.521512722975885,16.833276889731863,0.6592111746206382,DOGE-USD,3.0,True,
BUY,74.13651439486043,POST_FLIP_RECLAIM,True,1,2026-04-14 01:00:00,2026-04-14 01:15:00,245.5200042724609,245.5,244.843505859375,BUY,75.68257197430212,0.328569939662243,91.0771198059798,False,1,1110,1111,11.025574940683585,0.008147715914304783,10.337238995751456,64,33.55624970445392,40.014864102855,0.2755369832655992,AMD,3.0,True,
BUY,70.1714848769562,POST_FLIP_RECLAIM,True,1,2026-04-21 22:00:00,2026-04-21 22:15:00,280.4700012207031,280.2593078613281,276.7101135253906,BUY,75.857424384781,0.8015183540003296,82.03663229730114,False,1,1254,1255,10.607195019259684,0.14975342314911766,8.537457560524027,53,13.233876637159732,7.912470374338494,1.340566791082169,AMD,3.0,True,
BUY,68.0,EARLY_FLIP,False,0,2026-05-18 22:45:00,2026-05-18 22:45:00,1.5140000581741333,1.5180000066757202,1.4869999885559082,BUY,92.0,0.7501416917871752,8.71376425101724,False,0,6873,6873,10.039626457626808,0.2642052547673281,9.379125131403827,63,13.383640140981763,5.629613277231527,1.7833598798395602,NEAR-USD,3.0,True,
BUY,77.0658860473066,EARLY_FLIP,False,0,2026-04-16 05:30:00,2026-04-16 05:30:00,1.190999984741211,1.1950000524520874,1.1859999895095823,BUY,75.32943023653303,0.5637511327528001,35.873321110788396,False,0,3930,3930,9.65575239379463,1.5952925642228795,6.8849721424602075,60,17.127686017490618,23.000023841879624,0.41981488628776725,DOT-USD,3.0,True,
BUY,75.0,POST_FLIP_RECLAIM,True,1,2026-03-16 04:15:00,2026-03-16 04:30:00,0.266711950302124,0.2647406756877899,0.2628744542598724,BUY,92.0,0.3007778234811086,62.61490746211978,False,1,949,950,9.652011181124745,0.4416512987286014,8.05425589829358,42,32.09016898059632,6.708298062361569,1.4388166851558888,ADA-USD,3.0,True,
